Fecha,Tipo de usuario,Edad,Sexo,Categoría de afinidad (cobertura),Segmento de mercado,Sesiones
20200812,New Visitor,25-34,male,Technology/Technophiles,Consumer Electronics/Mobile Phones,11
20200824,New Visitor,25-34,male,Shoppers/Value Shoppers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200829,New Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home Furnishings,11
20200826,New Visitor,18-24,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes,11
20200813,New Visitor,25-34,male,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,11
20200820,New Visitor,18-24,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,11
20200813,New Visitor,45-54,female,Media & Entertainment/Movie Lovers,Home & Garden/Home Furnishings,11
20200821,New Visitor,18-24,female,Beauty & Wellness/Beauty Mavens,Employment,11
20200822,New Visitor,45-54,female,Lifestyles & Hobbies/Green Living Enthusiasts,Education/Post-Secondary Education,11
20200828,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Education/Post-Secondary Education,11
20200825,New Visitor,25-34,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Shoes/Athletic Shoes,11
20200820,New Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties/Residential Properties (For Sale)/Apartments (For Sale)/Preowned Apartments (For Sale),11
20200825,New Visitor,35-44,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Activewear,11
20200809,New Visitor,25-34,female,Food & Dining/Foodies,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200822,New Visitor,18-24,female,Media & Entertainment/Movie Lovers,Consumer Electronics/Mobile Phones,11
20200825,New Visitor,25-34,male,Sports & Fitness/Sports Fans,Consumer Electronics/Mobile Phones,11
20200821,New Visitor,18-24,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,11
20200828,New Visitor,35-44,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,11
20200811,New Visitor,35-44,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Activewear,11
20200807,New Visitor,25-34,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Formal Wear,11
20200824,New Visitor,18-24,female,Food & Dining/Foodies,Apparel & Accessories/Shoes,11
20200826,New Visitor,25-34,female,Food & Dining/Foodies,Education/Post-Secondary Education,11
20200828,New Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Women's Apparel,11
20200806,New Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200821,New Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home Decor,11
20200820,New Visitor,18-24,female,Shoppers/Bargain Hunters,Apparel & Accessories/Women's Apparel,11
20200815,New Visitor,18-24,female,Food & Dining/Fast Food Cravers,Apparel & Accessories/Women's Apparel,11
20200825,New Visitor,35-44,male,Shoppers/Luxury Shoppers,Autos & Vehicles/Motor Vehicles/Motor Vehicles (Used),11
20200813,New Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Men's Apparel,11
20200825,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties/Residential Properties (For Rent),11
20200830,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Dress Shoes,11
20200820,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200831,New Visitor,25-34,male,Media & Entertainment/TV Lovers,Apparel & Accessories,11
20200824,New Visitor,55-64,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Flooring Services,11
20200828,New Visitor,45-54,female,Lifestyles & Hobbies/Pet Lovers,Home & Garden/Home Decor,11
20200821,New Visitor,25-34,female,Media & Entertainment/Movie Lovers,Financial Services/Credit & Lending,11
20200810,New Visitor,35-44,male,Media & Entertainment/Movie Lovers,Consumer Electronics/Mobile Phones,11
20200808,New Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Activewear,11
20200814,New Visitor,35-44,female,Media & Entertainment/Movie Lovers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200808,New Visitor,25-34,male,Shoppers/Shopaholics,Apparel & Accessories/Shoes,11
20200825,New Visitor,18-24,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200822,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Real Estate/Residential Properties,11
20200831,New Visitor,65+,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,11
20200807,New Visitor,25-34,male,Vehicles & Transportation/Auto Enthusiasts,Consumer Electronics/Mobile Phones,11
20200814,New Visitor,25-34,female,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,Employment,11
20200820,New Visitor,25-34,female,Media & Entertainment/Movie Lovers,Education/Post-Secondary Education,11
20200825,New Visitor,35-44,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Furnishings,11
20200806,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories,11
20200820,New Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Shoes/Athletic Shoes,11
20200811,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Activewear,11
20200829,New Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,11
20200824,New Visitor,45-54,female,Travel/Travel Buffs,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200811,New Visitor,35-44,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,11
20200805,New Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Activewear,11
20200831,New Visitor,65+,female,Media & Entertainment/TV Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200826,New Visitor,55-64,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,11
20200823,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Real Estate/Residential Properties/Residential Properties (For Rent),11
20200820,New Visitor,25-34,male,Shoppers/Value Shoppers,Apparel & Accessories/Activewear,11
20200821,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Financial Services/Credit & Lending,11
20200828,New Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings/Living Room,11
20200828,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200822,New Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Decor,11
20200805,New Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200820,New Visitor,18-24,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes,11
20200822,New Visitor,65+,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200831,New Visitor,35-44,male,Shoppers/Luxury Shoppers,Apparel & Accessories/Men's Apparel,11
20200815,New Visitor,55-64,female,Shoppers/Value Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200828,New Visitor,45-54,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services,11
20200814,New Visitor,25-34,female,Shoppers/Shopaholics,Employment,11
20200828,New Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Education/Post-Secondary Education,11
20200823,New Visitor,45-54,female,Lifestyles & Hobbies/Pet Lovers,Employment,11
20200804,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes/Dress Shoes,11
20200827,New Visitor,25-34,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Activewear,11
20200828,New Visitor,35-44,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200831,New Visitor,25-34,male,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes,11
20200830,New Visitor,35-44,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home Furnishings,11
20200804,New Visitor,25-34,female,Lifestyles & Hobbies/Business Professionals,Home & Garden/Home Decor,11
20200825,New Visitor,65+,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200804,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Shoes,11
20200828,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Software/Business & Productivity Software,11
20200828,New Visitor,55-64,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home & Garden Services/Landscape Design,11
20200829,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200808,New Visitor,55-64,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home Decor,11
20200824,New Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Education/Post-Secondary Education,11
20200821,New Visitor,25-34,male,Lifestyles & Hobbies/Business Professionals,Employment,11
20200809,New Visitor,25-34,female,Lifestyles & Hobbies/Business Professionals,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200828,New Visitor,55-64,male,Beauty & Wellness/Frequently Visits Salons,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200829,New Visitor,18-24,female,Beauty & Wellness/Beauty Mavens,Employment,11
20200831,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Education/Post-Secondary Education,11
20200814,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,11
20200811,New Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200804,New Visitor,18-24,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Decor,11
20200830,New Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services,11
20200815,New Visitor,35-44,female,Shoppers/Shopaholics,Apparel & Accessories/Men's Apparel,11
20200825,New Visitor,35-44,female,Food & Dining/Coffee Shop Regulars,Home & Garden/Home & Garden Services,11
20200821,New Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home Furnishings,11
20200824,New Visitor,35-44,male,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200828,New Visitor,45-54,female,Shoppers/Bargain Hunters,Home & Garden/Home Decor,11
20200829,New Visitor,25-34,female,Sports & Fitness/Sports Fans,Apparel & Accessories/Shoes,11
20200825,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories,11
20200831,New Visitor,65+,female,News & Politics/Avid News Readers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200823,New Visitor,25-34,female,Shoppers/Value Shoppers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200806,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes/Athletic Shoes,11
20200826,New Visitor,35-44,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Activewear,11
20200820,New Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Employment,11
20200804,New Visitor,35-44,female,Shoppers/Value Shoppers,Apparel & Accessories/Shoes,11
20200824,New Visitor,55-64,female,Shoppers/Bargain Hunters,Apparel & Accessories/Women's Apparel,11
20200826,New Visitor,45-54,female,Media & Entertainment/TV Lovers,Home & Garden/Home Decor,11
20200822,New Visitor,18-24,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200819,New Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Women's Apparel,11
20200831,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home Furnishings,11
20200814,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes,11
20200813,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Shoes,11
20200828,New Visitor,35-44,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes/Athletic Shoes,11
20200825,New Visitor,35-44,male,Shoppers/Value Shoppers,Consumer Electronics/Mobile Phones,11
20200827,New Visitor,35-44,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200823,New Visitor,35-44,female,Shoppers/Value Shoppers,Home & Garden/Home Furnishings,11
20200824,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200826,New Visitor,18-24,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,11
20200820,New Visitor,55-64,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Landscape Design,11
20200825,New Visitor,45-54,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home & Garden Services,11
20200828,New Visitor,55-64,female,Beauty & Wellness/Beauty Mavens,Education/Post-Secondary Education,11
20200821,New Visitor,55-64,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home & Garden Services/Landscape Design,11
20200829,New Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200831,New Visitor,55-64,female,Shoppers/Value Shoppers,Apparel & Accessories,11
20200808,New Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Decor,11
20200828,New Visitor,25-34,female,Lifestyles & Hobbies/Pet Lovers,Home & Garden/Home Furnishings,11
20200811,New Visitor,25-34,female,Travel/Travel Buffs,Apparel & Accessories/Women's Apparel,11
20200827,New Visitor,35-44,female,Lifestyles & Hobbies/Green Living Enthusiasts,Home & Garden/Home Furnishings,11
20200804,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Financial Services/Banking Services,11
20200825,New Visitor,25-34,female,Food & Dining/Foodies,Apparel & Accessories/Activewear,11
20200815,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200828,New Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties,11
20200821,New Visitor,25-34,female,Technology/Technophiles,Apparel & Accessories/Women's Apparel,11
20200810,New Visitor,25-34,male,Media & Entertainment/Music Lovers,Apparel & Accessories/Shoes/Athletic Shoes,11
20200804,New Visitor,18-24,female,Shoppers/Value Shoppers,Consumer Electronics/Mobile Phones,11
20200813,New Visitor,35-44,female,Beauty & Wellness/Beauty Mavens,Apparel & Accessories/Shoes,11
20200824,New Visitor,18-24,female,Shoppers/Shopaholics,Apparel & Accessories/Women's Apparel,11
20200831,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,11
20200824,New Visitor,45-54,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200819,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,11
20200824,New Visitor,18-24,female,Food & Dining/Fast Food Cravers,Apparel & Accessories/Shoes,11
20200808,New Visitor,25-34,male,Food & Dining/Foodies,Apparel & Accessories/Shoes,11
20200813,New Visitor,35-44,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Men's Apparel,11
20200831,New Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes,11
20200824,New Visitor,35-44,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,11
20200826,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home Furnishings,11
20200823,New Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories,11
20200830,New Visitor,35-44,female,Shoppers/Value Shoppers,Apparel & Accessories/Women's Apparel,11
20200808,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200821,New Visitor,18-24,female,Food & Dining/Coffee Shop Regulars,Employment,11
20200818,New Visitor,25-34,female,Media & Entertainment/Movie Lovers,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200823,New Visitor,25-34,female,Food & Dining/Coffee Shop Regulars,Apparel & Accessories/Men's Apparel,11
20200831,New Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Education/Post-Secondary Education,11
20200822,New Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Real Estate/Residential Properties,11
20200825,New Visitor,55-64,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Women's Apparel,11
20200831,New Visitor,25-34,female,Lifestyles & Hobbies/Art & Theater Aficionados,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200809,New Visitor,25-34,female,Beauty & Wellness/Frequently Visits Salons,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200830,New Visitor,45-54,female,Shoppers/Shopaholics,Apparel & Accessories/Women's Apparel,11
20200812,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Employment,11
20200815,New Visitor,25-34,male,Media & Entertainment/Movie Lovers,Employment,11
20200825,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Apparel & Accessories/Women's Apparel,11
20200814,New Visitor,35-44,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes,11
20200828,New Visitor,55-64,female,Shoppers/Bargain Hunters,Home & Garden/Home & Garden Services,11
20200823,New Visitor,45-54,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home Decor,11
20200830,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,11
20200830,New Visitor,55-64,female,Vehicles & Transportation/Auto Enthusiasts,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200813,New Visitor,25-34,female,Shoppers/Shopaholics,Apparel & Accessories,11
20200815,New Visitor,35-44,female,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Women's Apparel,11
20200828,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200825,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,11
20200824,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home Furnishings/Home Storage & Shelving,11
20200813,New Visitor,25-34,male,Vehicles & Transportation/Auto Enthusiasts,Apparel & Accessories/Men's Apparel,11
20200808,New Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories/Shoes,11
20200831,New Visitor,45-54,female,Lifestyles & Hobbies/Green Living Enthusiasts,Employment,11
20200828,New Visitor,45-54,female,Lifestyles & Hobbies/Family-Focused,Home & Garden/Home & Garden Services,11
20200829,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home Furnishings,11
20200828,New Visitor,35-44,female,Shoppers/Bargain Hunters,Apparel & Accessories,11
20200826,New Visitor,35-44,female,Shoppers/Bargain Hunters,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200809,New Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200826,New Visitor,18-24,female,Food & Dining/Fast Food Cravers,Apparel & Accessories/Women's Apparel,11
20200824,New Visitor,45-54,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Activewear,11
20200831,New Visitor,35-44,female,Food & Dining/Foodies,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200804,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,11
20200829,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,11
20200827,New Visitor,55-64,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Women's Apparel,11
20200826,New Visitor,18-24,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Employment,11
20200825,New Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home & Garden Services,11
20200830,New Visitor,25-34,female,Lifestyles & Hobbies/Business Professionals,Employment,11
20200822,New Visitor,65+,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200810,New Visitor,25-34,male,Food & Dining/Fast Food Cravers,Apparel & Accessories/Activewear,11
20200815,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,11
20200819,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Home & Garden/Home & Garden Services/Interior Design & Decorating Services,11
20200818,New Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes,11
20200830,New Visitor,25-34,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories,11
20200828,New Visitor,25-34,female,Food & Dining/Foodies,Consumer Electronics/Mobile Phones,11
20200825,New Visitor,35-44,female,Shoppers/Value Shoppers,Baby & Children's Products/Baby & Children's Apparel/Children's Apparel,11
20200812,New Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Activewear,11
20200827,New Visitor,55-64,female,Media & Entertainment/TV Lovers,Home & Garden/Home Furnishings,11
20200817,New Visitor,25-34,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Outerwear,11
20200825,New Visitor,35-44,female,Media & Entertainment/Movie Lovers,Employment,11
20200814,New Visitor,25-34,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Decor,11
20200813,New Visitor,45-54,female,Home & Garden/Home Decor Enthusiasts,Apparel & Accessories/Shoes/Athletic Shoes,11
20200805,New Visitor,25-34,female,Media & Entertainment/Music Lovers,Employment,11
20200806,New Visitor,25-34,male,Shoppers/Value Shoppers,Apparel & Accessories/Men's Apparel,11
20200828,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Home & Garden/Home & Garden Services,11
20200827,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Activewear,11
20200822,New Visitor,25-34,female,Shoppers/Shopaholics,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200813,New Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Shoes/Athletic Shoes,11
20200822,New Visitor,25-34,female,Beauty & Wellness/Beauty Mavens,Employment,11
20200831,New Visitor,25-34,male,Lifestyles & Hobbies/Nightlife Enthusiasts,Apparel & Accessories,11
20200824,New Visitor,45-54,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Apparel & Accessories,11
20200827,New Visitor,55-64,female,Home & Garden/Home Decor Enthusiasts,Real Estate/Residential Properties/Residential Properties (For Sale)/Houses (For Sale)/Preowned Houses (For Sale),11
20200815,New Visitor,18-24,female,Media & Entertainment/TV Lovers,Employment,11
20200824,New Visitor,25-34,female,Media & Entertainment/Music Lovers,Employment,11
20200804,New Visitor,25-34,female,Food & Dining/Fast Food Cravers,Financial Services/Banking Services,11
20200811,New Visitor,35-44,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Apparel & Accessories/Women's Apparel,11
20200823,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,11
20200825,New Visitor,35-44,female,Shoppers/Bargain Hunters,Apparel & Accessories/Shoes,11
20200824,New Visitor,25-34,male,Lifestyles & Hobbies/Business Professionals,Software/Business & Productivity Software,11
20200821,New Visitor,45-54,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,11
20200822,New Visitor,25-34,male,Food & Dining/Fast Food Cravers,Apparel & Accessories/Men's Apparel,11
20200809,New Visitor,25-34,male,Sports & Fitness/Sports Fans,Apparel & Accessories/Shoes,11
20200831,New Visitor,55-64,female,Shoppers/Shoppers by Store Type/Department Store Shoppers,Home & Garden/Home Furnishings/Kitchen & Dining Room,11
20200821,New Visitor,35-44,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Real Estate/Residential Properties/Residential Properties (For Sale),11
20200808,New Visitor,18-24,female,Shoppers/Shopaholics,Apparel & Accessories/Shoes/Athletic Shoes,10
20200815,New Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Men's Apparel,10
20200825,New Visitor,18-24,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories/Shoes/Athletic Shoes,10
20200824,New Visitor,25-34,male,Beauty & Wellness/Frequently Visits Salons,Apparel & Accessories/Outerwear,10
20200825,New Visitor,45-54,female,Lifestyles & Hobbies/Family-Focused,Employment,10
20200813,New Visitor,55-64,female,Media & Entertainment/TV Lovers,Financial Services/Banking Services,10
20200824,New Visitor,45-54,female,Food & Dining/Foodies,Apparel & Accessories/Activewear,10
20200808,New Visitor,25-34,female,Lifestyles & Hobbies/Family-Focused,Real Estate/Residential Properties/Residential Properties (For Sale),10
20200831,New Visitor,35-44,female,Home & Garden/Do-It-Yourselfers,Home & Garden/Home Decor,10
20200805,New Visitor,25-34,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Activewear,10
20200804,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,10
20200810,New Visitor,35-44,female,Lifestyles & Hobbies/Family-Focused,Apparel & Accessories,10
20200822,New Visitor,25-34,female,Food & Dining/Frequently Dines Out/Diners by Meal/Frequently Eats Dinner Out,Apparel & Accessories,10
20200825,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Home & Garden/Home Furnishings/Kitchen & Dining Room,10
20200812,New Visitor,35-44,female,Lifestyles & Hobbies/Fashionistas,Apparel & Accessories/Women's Apparel,10
20200822,New Visitor,25-34,female,Food & Dining/Fast Food Cravers,Real Estate/Residential Properties/Residential Properties (For Sale),10
20200824,New Visitor,35-44,male,Lifestyles & Hobbies/Business Professionals,Real Estate/Residential Properties/Residential Properties (For Sale),10
20200831,New Visitor,65+,female,Media & Entertainment/Movie Lovers,Home & Garden/Home & Garden Services,10
20200811,New Visitor,25-34,male,Shoppers/Luxury Shoppers,Employment,10
20200820,New Visitor,55-64,female,Media & Entertainment/TV Lovers,Real Estate/Residential Properties,10
20200808,New Visitor,25-34,male,Media & Entertainment/Movie Lovers,Consumer Electronics/Mobile Phones,10
20200823,New Visitor,55-64,female,Beauty & Wellness/Frequently Visits Salons,Home & Garden/Home Improvement,10
20200811,New Visitor,35-44,female,Media & Entertainment/TV Lovers,Apparel & Accessories/Shoes/Athletic Shoes,10
20200825,New Visitor,35-44,female,Media & Entertainment/TV Lovers,Home & Garden/Home Furnishings,10
20200813,New Visitor,45-54,female,Lifestyles & Hobbies/Pet Lovers,Apparel & Accessories/Women's Apparel,10
20200825,New Visitor,55-64,female,Media & Entertainment/Movie Lovers,Education/Post-Secondary Education,10
20200806,New Visitor,25-34,male,Food & Dining/Fast Food Cravers,Apparel & Accessories/Women's Apparel,10
20200820,New Visitor,25-34,female,Food & Dining/Cooking Enthusiasts/30 Minute Chefs,Home & Garden/Home Decor,10
20200831,New Visitor,35-44,female,Shoppers/Bargain Hunters,Apparel & Accessories/Shoes/Athletic Shoes,10
20200813,New Visitor,35-44,female,Home & Garden/Home Decor Enthusiasts,Home & Garden/Home Furnishings/Living Room,10
